Brewery,Beer Name,Beer Style,Beer ABV,Beer IBU,Beer Rating,Beer Total Ratings,Beer Added Date
Catawba Brewing Charlotte,Brown Bear Raspberry,Brown Ale - American,"
5.2% ABV ","
35 IBU ",(3.78),"
204 Ratings ","
Added 10/13/17 "
Catawba Brewing Charlotte,Small Batch Hefeweizen,Hefeweizen,"
5% ABV ","
14 IBU ",(3.65),"
199 Ratings ","
Added 06/22/17 "
Catawba Brewing Charlotte,REI S'mores Golden Stout,Strong Ale - Other,"
8.8% ABV ","
35 IBU ",(3.56),"
207 Ratings ","
Added 11/13/18 "
Catawba Brewing Charlotte,Small Batch Cherry Porter,Porter - American,"
5.5% ABV ","
30 IBU ",(3.58),"
205 Ratings ","
Added 06/30/16 "
Catawba Brewing Charlotte,Barrel Imperial Red IPA,IPA - Imperial / Double,"
9% ABV ","
50 IBU ",(3.86),"
192 Ratings ","
Added 10/06/16 "
Catawba Brewing Charlotte,Barrel Aged Porter,Porter - Other,"
6.8% ABV ","
40 IBU ",(3.84),"
206 Ratings ","
Added 06/02/17 "
Catawba Brewing Charlotte,Small Batch Apricot Grisette,Grisette,"
4.9% ABV ","
30 IBU ",(3.67),"
192 Ratings ","
Added 06/15/17 "
Catawba Brewing Charlotte,Cloud Cover: Emerald Isle IPA,IPA - New England,"
6.8% ABV ","
20 IBU ",(3.82),"
203 Ratings ","
Added 05/24/19 "
Catawba Brewing Charlotte,Small Batch Thai Gose,Sour - Gose,"
5.2% ABV ","
15 IBU ",(3.69),"
193 Ratings ","
Added 04/05/18 "
Catawba Brewing Charlotte,BA Series #3: Tequila Barrel-Aged DIPA,IPA - Imperial / Double,"
8.5% ABV ","
80 IBU ",(3.76),"
196 Ratings ","
Added 10/02/18 "
Catawba Brewing Charlotte,Small Batch Session Coffee Porter,Porter - American,"
4.3% ABV ","
27 IBU ",(3.78),"
204 Ratings ","
Added 04/19/18 "
Catawba Brewing Charlotte,Small Batch Korean Sour,Sour - Other,"
5.4% ABV ","
10 IBU ",(3.49),"
200 Ratings ","
Added 07/27/16 "
Catawba Brewing Charlotte,Barrel Aged Wild IPA,American Wild Ale,"
5.5% ABV ","
65 IBU ",(3.61),"
194 Ratings ","
Added 02/23/17 "
Catawba Brewing Charlotte,BA Series #1: Barrel-Aged Scotch Ale,Scotch Ale / Wee Heavy,"
8.5% ABV ","
45 IBU ",(3.95),"
192 Ratings ","
Added 10/02/18 "
Catawba Brewing Charlotte,Small Batch Mixed Berry Berliner Weisse,Sour - Berliner Weisse,"
5% ABV ","
15 IBU ",(3.66),"
192 Ratings ","
Added 09/11/19 "
Catawba Brewing Charlotte,Small Batch American DIPA,IPA - Imperial / Double,"
8% ABV ","
70 IBU ",(3.77),"
187 Ratings ","
Added 02/16/17 "
Catawba Brewing Charlotte,Small Batch Cucumber Lime Gose,Sour - Gose,"
4.4% ABV ","
15 IBU ",(3.62),"
194 Ratings ","
Added 08/24/17 "
Catawba Brewing Charlotte,Small Batch Belgian Dubbel,Belgian Dubbel,"
6.7% ABV ","
20 IBU ",(3.68),"
199 Ratings ","
Added 04/27/17 "
Catawba Brewing Charlotte,Friki Tiki - Star Fruit,IPA - American,"
6.5% ABV ","
60 IBU ",(3.49),"
203 Ratings ","
Added 01/10/19 "
Catawba Brewing Charlotte,Shower Day Reward Piña Colada Milkshake IPA,IPA - Milkshake,"
6% ABV ","
50 IBU ",(3.9),"
177 Ratings ","
Added 07/17/20 "
Catawba Brewing Charlotte,ABA Collaboration White IPA,IPA - White,"
5.5% ABV ","
45 IBU ",(3.56),"
148 Ratings ","
Added 05/21/14 "
Catawba Brewing Charlotte,Small Batch Eclipse Pale Ale,Pale Ale - American,"
5.6% ABV ","
35 IBU ",(3.64),"
182 Ratings ","
Added 08/18/17 "
Catawba Brewing Charlotte,Small Batch Black Currant Sour,Sour - Other,"
6.5% ABV ","
17 IBU ",(3.65),"
186 Ratings ","
Added 11/30/17 "
Catawba Brewing Charlotte,BA Series: Barrel-Aged Barleywine,Barleywine - American,"
12% ABV ","
65 IBU ",(3.95),"
172 Ratings ","
Added 11/29/18 "
Catawba Brewing Charlotte,Small Batch Blonde Ale,Blonde Ale,"
5% ABV ","
15 IBU ",(3.61),"
164 Ratings ","
Added 01/19/17 "
Catawba Brewing Charlotte,Small Batch Dark Sour With Black Cherries,Sour - Fruited,"
5.2% ABV ","
30 IBU ",(3.8),"
174 Ratings ","
Added 07/31/19 "
Catawba Brewing Charlotte,Palmetto Idle Speed Salted Lime Lager,Lager - American,"
4.8% ABV ","
5 IBU ",(3.48),"
179 Ratings ","
Added 09/21/19 "
Catawba Brewing Charlotte,Small Batch Black Currant Chocolate Brown Ale,Brown Ale - Other,"
6.1% ABV ","
15 IBU ",(3.55),"
160 Ratings ","
Added 02/08/18 "
Catawba Brewing Charlotte,Small Batch Eisbock,Bock - Eisbock (Traditional),"
8.6% ABV ","
30 IBU ",(3.76),"
171 Ratings ","
Added 12/27/18 "
Catawba Brewing Charlotte,Black Sheep Maple Pecan Stout,Stout - Milk / Sweet,"
7% ABV ","
24 IBU ",(3.94),"
164 Ratings ","
Added 11/04/19 "
Catawba Brewing Charlotte,Brown Bear Almond Joy,Brown Ale - Other,"
5% ABV ","
15 IBU ",(3.79),"
156 Ratings ","
Added 12/01/17 "
Catawba Brewing Charlotte,Asheville Made Belgian Brown Saison With Raisins,Brown Ale - Belgian,"
8% ABV ","
18 IBU ",(3.56),"
160 Ratings ","
Added 05/10/16 "
Catawba Brewing Charlotte,Catawba PB&J Mixed Berry,Brown Ale - American,"
5.7% ABV ","
10 IBU ",(3.87),"
168 Ratings ","
Added 04/27/18 "
Catawba Brewing Charlotte,Mermaid Parade Tropical Hazy Session IPA,IPA - New England,"
5% ABV ","
25 IBU ",(3.84),"
160 Ratings ","
Added 10/16/20 "
Catawba Brewing Charlotte,Morning Joe Blonde Ale,Blonde Ale,"
N/A ABV ","
N/A IBU ",(3.82),"
171 Ratings ","
Added 04/07/18 "
Catawba Brewing Charlotte,Pay Dirt,IPA - Imperial / Double Black,"
8.5% ABV ","
N/A IBU ",(3.73),"
160 Ratings ","
Added 12/13/14 "
Catawba Brewing Charlotte,Small Batch Raspberry Sour Ale,Sour - Other,"
6% ABV ","
20 IBU ",(3.91),"
156 Ratings ","
Added 02/09/17 "
Catawba Brewing Charlotte,Small Batch Baltic Porter,Porter - Baltic,"
6.2% ABV ","
33 IBU ",(3.79),"
163 Ratings ","
Added 08/11/17 "
Catawba Brewing Charlotte,Charlotte Chew,Stout - Imperial / Double Pastry,"
8% ABV ","
45 IBU ",(3.66),"
160 Ratings ","
Added 12/03/20 "
Catawba Brewing Charlotte,Small Batch Raspberry Smoothie Sour,Sour - Fruited,"
5.8% ABV ","
16 IBU ",(4.12),"
162 Ratings ","
Added 05/15/19 "
Catawba Brewing Charlotte,Small Batch Dunkelweizen,Dunkelweizen,"
5.3% ABV ","
15 IBU ",(3.77),"
154 Ratings ","
Added 09/22/16 "
Catawba Brewing Charlotte,Barrel Farmer Brett,Sour - Other,"
7% ABV ","
7 IBU ",(3.95),"
155 Ratings ","
Added 10/13/16 "
Catawba Brewing Charlotte,Friki Tiki Hazy - Pineapple IPA,IPA - New England,"
6% ABV ","
20 IBU ",(3.74),"
164 Ratings ","
Added 01/16/20 "
Catawba Brewing Charlotte,Small Batch Spicy Margarita Gose,Sour - Gose,"
5.2% ABV ","
7 IBU ",(3.69),"
162 Ratings ","
Added 10/31/18 "
Catawba Brewing Charlotte,Tangerine Wheat Ale,Wheat Beer - Witbier,"
5.2% ABV ","
25 IBU ",(3.63),"
155 Ratings ","
Added 07/08/16 "
Catawba Brewing Charlotte,Small Batch Watermelon Gose,Sour - Gose,"
4.8% ABV ","
15 IBU ",(3.72),"
156 Ratings ","
Added 07/27/17 "
Catawba Brewing Charlotte,Small Batch Breakfast Stout,Stout - Coffee,"
4.6% ABV ","
44 IBU ",(3.83),"
154 Ratings ","
Added 07/27/18 "
Catawba Brewing Charlotte,Small Batch Jelly Donut Brown Ale,Brown Ale - Other,"
6.3% ABV ","
27 IBU ",(3.77),"
151 Ratings ","
Added 07/10/19 "
Catawba Brewing Charlotte,Laces Out Blonde Ale,Blonde Ale,"
5% ABV ","
15 IBU ",(3.47),"
144 Ratings ","
Added 08/11/18 "
Catawba Brewing Charlotte,Black Forest Cake Black Lager,Lager - Dark,"
6.5% ABV ","
18 IBU ",(3.86),"
155 Ratings ","
Added 09/30/20 "
Catawba Brewing Charlotte,Small Batch Boysenberry Sour,Sour - Other,"
5.8% ABV ","
15 IBU ",(3.78),"
149 Ratings ","
Added 06/21/18 "
Catawba Brewing Charlotte,BA Series #7: Belgian Dark Strong Ale with Cherries,Belgian Strong Dark Ale,"
10.1% ABV ","
27 IBU ",(4),"
139 Ratings ","
Added 10/18/19 "
Catawba Brewing Charlotte,Small Batch Sour Pineapple Milkshake IPA,Sour - Fruited,"
6.4% ABV ","
15 IBU ",(3.68),"
155 Ratings ","
Added 06/01/19 "
Catawba Brewing Charlotte,Small Batch Blood Orange IPA,IPA - American,"
6.5% ABV ","
55 IBU ",(3.82),"
149 Ratings ","
Added 01/26/17 "
Catawba Brewing Charlotte,Small Batch Berliner Weisse,Sour - Berliner Weisse,"
4.9% ABV ","
13 IBU ",(3.46),"
140 Ratings ","
Added 09/07/17 "
Catawba Brewing Charlotte,Small Batch Blueberry Hefeweizen,Hefeweizen,"
5.5% ABV ","
15 IBU ",(3.63),"
142 Ratings ","
Added 09/11/19 "
Catawba Brewing Charlotte,Billylynner Weisse: Tropical Berliner Weisse,Sour - Fruited Berliner Weisse,"
6% ABV ","
15 IBU ",(3.87),"
141 Ratings ","
Added 10/09/20 "
Catawba Brewing Charlotte,Small Batch Dark Mild,English Mild Ale,"
4.1% ABV ","
20 IBU ",(3.78),"
145 Ratings ","
Added 10/26/17 "
Catawba Brewing Charlotte,LD's Belgian Gold Ale,Belgian Strong Golden Ale,"
8.5% ABV ","
35 IBU ",(3.64),"
138 Ratings ","
Added 06/02/16 "
Catawba Brewing Charlotte,Biere De Noel,Belgian Strong Dark Ale,"
7.5% ABV ","
28 IBU ",(3.71),"
150 Ratings ","
Added 12/21/17 "
Catawba Brewing Charlotte,Small Batch Rhubarb Gose,Sour - Gose,"
5.2% ABV ","
N/A IBU ",(3.93),"
150 Ratings ","
Added 08/31/18 "
Catawba Brewing Charlotte,Small Batch Coffee Porter,Porter - Other,"
5.2% ABV ","
25 IBU ",(3.88),"
141 Ratings ","
Added 01/11/17 "
Catawba Brewing Charlotte,Small Batch Mango-Sriracha Gose,Sour - Fruited Gose,"
5.3% ABV ","
26 IBU ",(3.63),"
134 Ratings ","
Added 12/19/19 "
Catawba Brewing Charlotte,Farmer Ted's Farmhouse Ale,Farmhouse Ale - Saison,"
5.5% ABV ","
N/A IBU ",(3.61),"
123 Ratings ","
Added 05/28/16 "
Catawba Brewing Charlotte,Small Batch Blueberry-Mango Gose,Sour - Fruited Gose,"
4.8% ABV ","
10 IBU ",(3.77),"
139 Ratings ","
Added 10/30/19 "
Catawba Brewing Charlotte,South Atlantic Hops Pale Ale,Pale Ale - American,"
5.5% ABV ","
30 IBU ",(3.31),"
127 Ratings ","
Added 03/25/17 "
Catawba Brewing Charlotte,Small Batch Grapefruit IPA,IPA - American,"
6.5% ABV ","
60 IBU ",(3.84),"
139 Ratings ","
Added 05/25/17 "
Catawba Brewing Charlotte,Pants Optional Tangerine Hazy DIPA,IPA - Imperial / Double New England,"
8.2% ABV ","
45 IBU ",(3.95),"
132 Ratings ","
Added 07/16/20 "
Catawba Brewing Charlotte,Small Batch Hoppy Kolsch,Kölsch,"
5.4% ABV ","
30 IBU ",(3.61),"
138 Ratings ","
Added 07/06/17 "
Catawba Brewing Charlotte,Small Batch Mole Porter,Porter - Other,"
4.7% ABV ","
36 IBU ",(3.53),"
137 Ratings ","
Added 12/05/18 "
Catawba Brewing Charlotte,Small Batch Raspberry Cobbler Sour,Sour - Fruited,"
5.8% ABV ","
17 IBU ",(4),"
133 Ratings ","
Added 02/13/20 "
Catawba Brewing Charlotte,Small Batch Peanut Butter Vanilla Ale,Spiced / Herbed Beer,"
5.5% ABV ","
10 IBU ",(3.82),"
132 Ratings ","
Added 08/18/17 "
Catawba Brewing Charlotte,Small Batch Cantaloupe Farmhouse Ale,Farmhouse Ale - Saison,"
6.6% ABV ","
22 IBU ",(3.69),"
122 Ratings ","
Added 10/19/17 "
Catawba Brewing Charlotte,Small Batch Chocolate Cherry Stout,Stout - Other,"
6.7% ABV ","
43 IBU ",(3.62),"
139 Ratings ","
Added 12/28/17 "
Catawba Brewing Charlotte,Small Batch DDH Sour,IPA - Sour,"
6.7% ABV ","
56 IBU ",(3.53),"
129 Ratings ","
Added 04/04/19 "
Catawba Brewing Charlotte,Murder Hornet: Peaches & Cream Sour,Sour - Fruited,"
6.5% ABV ","
14 IBU ",(3.53),"
126 Ratings ","
Added 06/25/20 "
Catawba Brewing Charlotte,Small Batch ESB,Extra Special / Strong Bitter,"
5.1% ABV ","
50 IBU ",(3.69),"
125 Ratings ","
Added 04/26/18 "
Catawba Brewing Charlotte,Small Batch Biere De Garde,Farmhouse Ale - Bière de Garde,"
7% ABV ","
20 IBU ",(3.67),"
129 Ratings ","
Added 06/13/18 "
Catawba Brewing Charlotte,Small Batch Tangerine Sour,Sour - Fruited,"
5.3% ABV ","
15 IBU ",(3.61),"
129 Ratings ","
Added 10/24/18 "
Catawba Brewing Charlotte,Small Batch Blackberry-Lemon Tart,Sour - Berliner Weisse,"
4.8% ABV ","
15 IBU ",(3.87),"
130 Ratings ","
Added 11/20/19 "
Catawba Brewing Charlotte,The Candy Man PeCAN - Candied Pecan Porter,Porter - Other,"
6.7% ABV ","
23 IBU ",(4.03),"
135 Ratings ","
Added 08/20/20 "
Catawba Brewing Charlotte,One Before Noon River Pale Ale,Pale Ale - American,"
4.75% ABV ","
22 IBU ",(3.52),"
133 Ratings ","
Added 09/19/15 "
Catawba Brewing Charlotte,Small Batch Imperial IPA,IPA - Imperial / Double,"
9.3% ABV ","
90 IBU ",(3.73),"
134 Ratings ","
Added 10/26/17 "
Catawba Brewing Charlotte,Small Batch Vanilla Latte Cream Ale,Cream Ale,"
5.7% ABV ","
25 IBU ",(3.85),"
128 Ratings ","
Added 01/24/18 "
Catawba Brewing Charlotte,BA Series #4: Apple Pie Barleywine,Barleywine - Other,"
12% ABV ","
65 IBU ",(4.07),"
118 Ratings ","
Added 12/27/18 "
Catawba Brewing Charlotte,Small Batch Guava Sour,Sour - Other,"
6% ABV ","
15 IBU ",(3.83),"
134 Ratings ","
Added 06/01/17 "
Catawba Brewing Charlotte,Oh Pale Yeah,Pale Ale - American,"
4.5% ABV ","
37 IBU ",(3.47),"
129 Ratings ","
Added 02/21/15 "
Catawba Brewing Charlotte,Small Batch Dampfbier,Dampfbier,"
5.6% ABV ","
21 IBU ",(3.62),"
132 Ratings ","
Added 08/15/18 "
Catawba Brewing Charlotte,Small Batch Pomegranate Sour,Sour - Other,"
6.7% ABV ","
15 IBU ",(3.54),"
124 Ratings ","
Added 02/15/18 "
Catawba Brewing Charlotte,Small Batch Sahti,Farmhouse Ale - Sahti,"
6.5% ABV ","
11 IBU ",(3.54),"
129 Ratings ","
Added 08/22/18 "
Catawba Brewing Charlotte,Black Widow: Black Currant-Boysenberry Smoothie Sour,Sour - Fruited,"
6.5% ABV ","
14 IBU ",(3.93),"
125 Ratings ","
Added 06/25/20 "
Catawba Brewing Charlotte,Small Batch English Mild,English Mild Ale,"
4.3% ABV ","
17 IBU ",(3.72),"
112 Ratings ","
Added 04/28/16 "
Catawba Brewing Charlotte,Small Batch Australian Pale Ale,Pale Ale - Australian,"
5.6% ABV ","
30 IBU ",(3.33),"
128 Ratings ","
Added 03/01/18 "
Catawba Brewing Charlotte,Small Batch Wild Berry Saison,Farmhouse Ale - Saison,"
6.6% ABV ","
20 IBU ",(3.74),"
120 Ratings ","
Added 08/31/17 "
Catawba Brewing Charlotte,Barley's Best Bitter,English Bitter,"
4.7% ABV ","
N/A IBU ",(3.44),"
109 Ratings ","
Added 08/31/14 "
Catawba Brewing Charlotte,Small Batch Imperial Red IPA,IPA - Red,"
7.9% ABV ","
70 IBU ",(3.63),"
122 Ratings ","
Added 04/12/19 "
Catawba Brewing Charlotte,Asheville Made Belgian Pale Ale,Pale Ale - Belgian,"
6.5% ABV ","
35 IBU ",(3.59),"
124 Ratings ","
Added 05/19/16 "
Catawba Brewing Charlotte,Small Batch Tripel,Belgian Tripel,"
9.5% ABV ","
30 IBU ",(3.79),"
123 Ratings ","
Added 02/02/17 "
Catawba Brewing Charlotte,Small Batch American Amber Ale,Red Ale - American Amber / Red,"
5.4% ABV ","
21 IBU ",(3.59),"
123 Ratings ","
Added 08/10/18 "
Catawba Brewing Charlotte,Small Batch Vienna Lager,Lager - Vienna,"
5.5% ABV ","
23 IBU ",(3.59),"
116 Ratings ","
Added 03/23/17 "
Catawba Brewing Charlotte,Small Batch Passionfruit Gose,Sour - Gose,"
5.4% ABV ","
12 IBU ",(3.87),"
114 Ratings ","
Added 11/02/17 "
Catawba Brewing Charlotte,Small Batch Apricot Sour,Sour - Fruited,"
6.3% ABV ","
14 IBU ",(3.7),"
119 Ratings ","
Added 02/14/19 "
Catawba Brewing Charlotte,BA Series #6: Chardonnay Barrel-Aged Saison,Farmhouse Ale - Saison,"
6.5% ABV ","
30 IBU ",(3.73),"
120 Ratings ","
Added 08/17/19 "
Catawba Brewing Charlotte,Nice & Brite,Sour - Gose,"
5% ABV ","
5 IBU ",(3.66),"
114 Ratings ","
Added 05/04/19 "
Catawba Brewing Charlotte,I40 American Lager,Malt Liquor ,"
5.9% ABV ","
25 IBU ",(3.56),"
106 Ratings ","
Added 06/10/16 "
Catawba Brewing Charlotte,Bluegill Blonde,Blonde Ale,"
5% ABV ","
15 IBU ",(3.58),"
108 Ratings ","
Added 04/16/17 "
Catawba Brewing Charlotte,Eclipse,Pale Ale - English,"
N/A ABV ","
N/A IBU ",(3.67),"
110 Ratings ","
Added 08/18/17 "
Catawba Brewing Charlotte,Small Batch Belgian Table Beer,Belgian Blonde,"
5.1% ABV ","
20 IBU ",(3.5),"
122 Ratings ","
Added 07/05/18 "
Catawba Brewing Charlotte,Cloud Cover: Diamond Shoals IPA,IPA - New England,"
6.5% ABV ","
25 IBU ",(3.89),"
113 Ratings ","
Added 10/29/20 "
Catawba Brewing Charlotte,Small Batch Chocolate Saison,Farmhouse Ale - Saison,"
7.2% ABV ","
30 IBU ",(3.76),"
104 Ratings ","
Added 01/05/17 "
Catawba Brewing Charlotte,Ghost Rider,Traditional Ale,"
6.2% ABV ","
N/A IBU ",(3.63),"
110 Ratings ","
Added 06/17/18 "
Catawba Brewing Charlotte,Small Batch Blueberry Chocolate Wheat Ale,Wheat Beer - Other,"
6% ABV ","
14 IBU ",(3.63),"
117 Ratings ","
Added 02/07/19 "
Catawba Brewing Charlotte,Small Batch NE Pale Ale,Pale Ale - New England,"
5.6% ABV ","
20 IBU ",(3.79),"
114 Ratings ","
Added 07/16/19 "
Catawba Brewing Charlotte,Small Batch Dortmunder Lager,Lager - Dortmunder / Export,"
6% ABV ","
30 IBU ",(3.4),"
111 Ratings ","
Added 06/09/17 "
Catawba Brewing Charlotte,Small Batch Weizenbock,Bock - Weizenbock,"
8.2% ABV ","
20 IBU ",(3.7),"
110 Ratings ","
Added 11/10/17 "
Catawba Brewing Charlotte,Small Batch Belgian IPA,IPA - Belgian,"
6.5% ABV ","
60 IBU ",(3.64),"
105 Ratings ","
Added 04/17/17 "
Catawba Brewing Charlotte,Small Batch Brownie Stout,Stout - Other,"
7.5% ABV ","
50 IBU ",(3.56),"
112 Ratings ","
Added 01/03/19 "
Catawba Brewing Charlotte,Electric Kool-Aid Acid Test,Wheat Beer - Other,"
5.5% ABV ","
22 IBU ",(3.64),"
110 Ratings ","
Added 10/22/20 "
Catawba Brewing Charlotte,Stout's Honor: Thin Mint Stout,Stout - Pastry,"
6.8% ABV ","
23 IBU ",(4.05),"
114 Ratings ","
Added 11/25/20 "
Catawba Brewing Charlotte,Small Batch Oatmeal Milk Stout,Stout - Milk / Sweet,"
5.5% ABV ","
25 IBU ",(3.91),"
109 Ratings ","
Added 12/07/16 "
Catawba Brewing Charlotte,Small Batch Winter Sour,Sour - Other,"
6% ABV ","
6 IBU ",(3.78),"
106 Ratings ","
Added 01/10/19 "
Catawba Brewing Charlotte,Small Batch Hibiscus Wheat,Spiced / Herbed Beer,"
6.2% ABV ","
15 IBU ",(3.35),"
104 Ratings ","
Added 10/12/17 "
Catawba Brewing Charlotte,Small Batch 60 Shilling Scottish Ale,Scottish Ale,"
3.2% ABV ","
18 IBU ",(3.54),"
108 Ratings ","
Added 12/15/17 "
Catawba Brewing Charlotte,Small Batch Belgian Singel,Belgian Blonde,"
5.8% ABV ","
21 IBU ",(3.66),"
107 Ratings ","
Added 01/18/18 "
Catawba Brewing Charlotte,Small Batch Session IPA,IPA - Session / India Session Ale,"
5% ABV ","
50 IBU ",(3.62),"
103 Ratings ","
Added 03/23/18 "
Catawba Brewing Charlotte,Small Batch Roggenbier,Roggenbier,"
4.1% ABV ","
15 IBU ",(3.72),"
108 Ratings ","
Added 09/19/18 "
Catawba Brewing Charlotte,Small Batch Mango-Pineapple Milkshake IPA,IPA - Milkshake,"
7.2% ABV ","
32 IBU ",(3.72),"
110 Ratings ","
Added 12/18/19 "
Catawba Brewing Charlotte,Small Batch Red Rye IPA,IPA - Red,"
5.8% ABV ","
65 IBU ",(3.49),"
100 Ratings ","
Added 10/05/17 "
Catawba Brewing Charlotte,Small Batch Russian Imperial Stout,Stout - Imperial / Double,"
8% ABV ","
65 IBU ",(3.52),"
106 Ratings ","
Added 01/05/18 "
Catawba Brewing Charlotte,Small Batch White Walnut Imperial Brown Ale,Brown Ale - Imperial / Double,"
9% ABV ","
35 IBU ",(3.78),"
112 Ratings ","
Added 01/11/18 "
Catawba Brewing Charlotte,Small Batch Beer Week IPA,IPA - American,"
7% ABV ","
70 IBU ",(3.87),"
113 Ratings ","
Added 05/29/18 "
Catawba Brewing Charlotte,Clear Ridge Dry IPA,IPA - American,"
5.5% ABV ","
N/A IBU ",(3.49),"
105 Ratings ","
Added 03/17/20 "
Catawba Brewing Charlotte,Small Batch White IPA,IPA - White,"
4.8% ABV ","
50 IBU ",(3.41),"
97 Ratings ","
Added 04/11/18 "
Catawba Brewing Charlotte,Friki Tiki - Lemon-Lime,IPA - American,"
6.5% ABV ","
60 IBU ",(3.55),"
102 Ratings ","
Added 07/12/18 "
Catawba Brewing Charlotte,Give 'em the ol' Razzle Dazzle: Blue Raspberry Smoothie Sour,Sour - Fruited,"
6% ABV ","
13 IBU ",(3.86),"
99 Ratings ","
Added 09/03/20 "
Catawba Brewing Charlotte,Asheville Made Porter,Porter - English,"
5.5% ABV ","
N/A IBU ",(3.6),"
97 Ratings ","
Added 04/13/16 "
Catawba Brewing Charlotte,Small Batch Mexican Lager,Lager - Vienna,"
5.5% ABV ","
25 IBU ",(3.6),"
104 Ratings ","
Added 05/11/17 "
Catawba Brewing Charlotte,Downtown Doorknocker,IPA - New England,"
6.2% ABV ","
N/A IBU ",(3.69),"
103 Ratings ","
Added 06/17/20 "
Catawba Brewing Charlotte,Small Batch Doppelbock,Bock - Doppelbock,"
6.5% ABV ","
30 IBU ",(3.66),"
100 Ratings ","
Added 12/28/16 "
Catawba Brewing Charlotte,Small Batch Dry-Hopped Saison,Pale Ale - Belgian,"
6.6% ABV ","
30 IBU ",(3.67),"
101 Ratings ","
Added 08/18/17 "
Catawba Brewing Charlotte,Hot Chocolate Brown Ale,Brown Ale - Other,"
6.6% ABV ","
14 IBU ",(4.03),"
103 Ratings ","
Added 12/26/19 "
Catawba Brewing Charlotte,Boozeberry Smoothie Sour,Sour - Fruited,"
6.2% ABV ","
15 IBU ",(3.93),"
94 Ratings ","
Added 07/30/20 "
Catawba Brewing Charlotte,Small Batch Pink Peppercorn Wit,Wheat Beer - Witbier,"
5.9% ABV ","
23 IBU ",(3.64),"
94 Ratings ","
Added 10/10/18 "
Catawba Brewing Charlotte,Farmer Ted's Cream Ale,Cream Ale,"
5.6% ABV ","
7 IBU ",(3.59),"
95 Ratings ","
Added 04/04/20 "
Catawba Brewing Charlotte,Gose the Distance: Watermelon Gose,Sour - Fruited Gose,"
6% ABV ","
12 IBU ",(3.07),"
88 Ratings ","
Added 09/03/20 "
Catawba Brewing Charlotte,Small Batch Best Bitter,English Bitter,"
5.8% ABV ","
30 IBU ",(3.76),"
88 Ratings ","
Added 05/10/16 "
Catawba Brewing Charlotte,Wolfeman Kolsch,Kölsch,"
5.4% ABV ","
25 IBU ",(3.74),"
92 Ratings ","
Added 09/26/16 "
Catawba Brewing Charlotte,Experimental West Coast DIPA #3,IPA - Imperial / Double,"
9.6% ABV ","
70 IBU ",(3.69),"
102 Ratings ","
Added 03/07/19 "
Catawba Brewing Charlotte,Cranberry Berliner Weisse,Sour - Berliner Weisse,"
3.1% ABV ","
8 IBU ",(3.61),"
95 Ratings ","
Added 08/17/18 "
Catawba Brewing Charlotte,Small Batch Brut Gose,Sour - Gose,"
5.2% ABV ","
15 IBU ",(3.82),"
85 Ratings ","
Added 07/02/19 "
Catawba Brewing Charlotte,Small Batch Key Lime White Stout,Stout - White,"
5% ABV ","
15 IBU ",(3.67),"
91 Ratings ","
Added 01/15/20 "
Catawba Brewing Charlotte,Supersonic Cherry Limeade Sour,Sour - Fruited,"
5.2% ABV ","
14 IBU ",(3.98),"
94 Ratings ","
Added 06/11/20 "
Catawba Brewing Charlotte,Barrel Aged Apricot Brett,American Wild Ale,"
7.5% ABV ","
25 IBU ",(4.01),"
86 Ratings ","
Added 06/30/17 "
Catawba Brewing Charlotte,Small Batch Raspberry Wheat,Fruit Beer,"
5% ABV ","
25 IBU ",(3.64),"
99 Ratings ","
Added 08/03/17 "
Catawba Brewing Charlotte,Small Batch NE Session IPA,IPA - New England,"
4.8% ABV ","
45 IBU ",(3.62),"
93 Ratings ","
Added 03/22/18 "
Catawba Brewing Charlotte,Small Batch Munich Helles Lager,Lager - Helles,"
5.1% ABV ","
19 IBU ",(3.7),"
96 Ratings ","
Added 05/16/18 "
Catawba Brewing Charlotte,Quarantine Haircut Strawberry-Banana Hefeweizen,Hefeweizen,"
5.5% ABV ","
15 IBU ",(3.64),"
90 Ratings ","
Added 07/16/20 "
Catawba Brewing Charlotte,Small Batch POG Hazy IPA,IPA - New England,"
5.5% ABV ","
30 IBU ",(3.62),"
95 Ratings ","
Added 01/21/20 "
Catawba Brewing Charlotte,Waffle House at 3am: Black Coffee Stout,Stout - Coffee,"
7.5% ABV ","
55 IBU ",(3.69),"
94 Ratings ","
Added 09/23/20 "
Catawba Brewing Charlotte,BA Series #5: Sour Red Ale With Blood Orange,Sour - Flanders Red Ale,"
6.2% ABV ","
23 IBU ",(3.72),"
84 Ratings ","
Added 04/26/19 "
Catawba Brewing Charlotte,Baked Goods Hemp Amber,Red Ale - American Amber / Red,"
6.8% ABV ","
22 IBU ",(3.86),"
86 Ratings ","
Added 08/12/20 "
Catawba Brewing Charlotte,Small Batch Dunkel Lager,Lager - Munich Dunkel,"
5.3% ABV ","
28 IBU ",(3.76),"
89 Ratings ","
Added 11/23/16 "
Catawba Brewing Charlotte,Apricot Brett,American Wild Ale,"
7.5% ABV ","
25 IBU ",(3.62),"
83 Ratings ","
Added 06/29/17 "
Catawba Brewing Charlotte,Barrel Aged Bourbon Scotch Ale,Scotch Ale / Wee Heavy,"
8.5% ABV ","
N/A IBU ",(3.86),"
83 Ratings ","
Added 10/06/18 "
